"subjects" "activity" "variable" "mean"
"351" 29 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Y" -0.02122937175
"352" 29 "SITTING" "fBodyAcc_mean()_Y" -0.969609501666667
"353" 29 "STANDING" "fBodyAcc_mean()_Y" -0.973345770461538
"354" 29 "LAYING" "fBodyAcc_mean()_Y" -0.989034304057971
"355" 30 "WALKING" "fBodyAcc_mean()_Y" -0.193856663907692
"356" 30 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Y" -0.297813768569231
"357" 30 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Y" -0.0216637054241935
"358" 30 "SITTING" "fBodyAcc_mean()_Y" -0.954076042258065
"359" 30 "STANDING" "fBodyAcc_mean()_Y" -0.919475121186441
"360" 30 "LAYING" "fBodyAcc_mean()_Y" -0.959974274571429
"361" 1 "WALKING" "fBodyAcc_mean()_Z" -0.331560117789474
"362" 1 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.433349702075472
"363" 1 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.225574471693878
"364" 1 "SITTING" "fBodyAcc_mean()_Z" -0.959184889148936
"365" 1 "STANDING" "fBodyAcc_mean()_Z" -0.985297098679245
"366" 1 "LAYING" "fBodyAcc_mean()_Z" -0.8826668762
"367" 2 "WALKING" "fBodyAcc_mean()_Z" -0.453806369830508
"368" 2 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.281001986202083
"369" 2 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.131290772
"370" 2 "SITTING" "fBodyAcc_mean()_Z" -0.970162172608696
"371" 2 "STANDING" "fBodyAcc_mean()_Z" -0.962471195740741
"372" 2 "LAYING" "fBodyAcc_mean()_Z" -0.984380981875
"373" 3 "WALKING" "fBodyAcc_mean()_Z" -0.412374074482759
"374" 3 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.504494528474576
"375" 3 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.404452414285714
"376" 3 "SITTING" "fBodyAcc_mean()_Z" -0.917987925384615
"377" 3 "STANDING" "fBodyAcc_mean()_Z" -0.939507735245902
"378" 3 "LAYING" "fBodyAcc_mean()_Z" -0.968332141612903
"379" 4 "WALKING" "fBodyAcc_mean()_Z" -0.631005470833333
"380" 4 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.524655722692308
"381" 4 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.494683451555556
"382" 4 "SITTING" "fBodyAcc_mean()_Z" -0.9517837432
"383" 4 "STANDING" "fBodyAcc_mean()_Z" -0.93164342125
"384" 4 "LAYING" "fBodyAcc_mean()_Z" -0.967504278888889
"385" 5 "WALKING" "fBodyAcc_mean()_Z" -0.490251090714286
"386" 5 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.457470676808511
"387" 5 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.374740089574468
"388" 5 "SITTING" "fBodyAcc_mean()_Z" -0.946064216818182
"389" 5 "STANDING" "fBodyAcc_mean()_Z" -0.915083799107143
"390" 5 "LAYING" "fBodyAcc_mean()_Z" -0.977007724615385
"391" 6 "WALKING" "fBodyAcc_mean()_Z" -0.498520164385965
"392" 6 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.42724809972549
"393" 6 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.277602590916667
"394" 6 "SITTING" "fBodyAcc_mean()_Z" -0.935798115272727
"395" 6 "STANDING" "fBodyAcc_mean()_Z" -0.942864017017544
"396" 6 "LAYING" "fBodyAcc_mean()_Z" -0.938044912280702
"397" 7 "WALKING" "fBodyAcc_mean()_Z" 0.0385832252345614
"398" 7 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.317461021372549
"399" 7 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.139216222106383
"400" 7 "SITTING" "fBodyAcc_mean()_Z" -0.904675337916667
"401" 7 "STANDING" "fBodyAcc_mean()_Z" -0.938550519811321
"402" 7 "LAYING" "fBodyAcc_mean()_Z" -0.958611644615385
"403" 8 "WALKING" "fBodyAcc_mean()_Z" -0.238634594791667
"404" 8 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.0729496941121951
"405" 8 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" 0.159589756534211
"406" 8 "SITTING" "fBodyAcc_mean()_Z" -0.959436275869565
"407" 8 "STANDING" "fBodyAcc_mean()_Z" -0.950362935555556
"408" 8 "LAYING" "fBodyAcc_mean()_Z" -0.944269514074074
"409" 9 "WALKING" "fBodyAcc_mean()_Z" -0.250806259788462
"410" 9 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.384710423408163
"411" 9 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.103705822657857
"412" 9 "SITTING" "fBodyAcc_mean()_Z" -0.8922013438
"413" 9 "STANDING" "fBodyAcc_mean()_Z" -0.941686874222222
"414" 9 "LAYING" "fBodyAcc_mean()_Z" -0.9459190006
"415" 10 "WALKING" "fBodyAcc_mean()_Z" -0.41218272245283
"416" 10 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.301206408085106
"417" 10 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.157728357742105
"418" 10 "SITTING" "fBodyAcc_mean()_Z" -0.97464465462963
"419" 10 "STANDING" "fBodyAcc_mean()_Z" -0.955272383863636
"420" 10 "LAYING" "fBodyAcc_mean()_Z" -0.964300845172414
"421" 11 "WALKING" "fBodyAcc_mean()_Z" -0.616402910169492
"422" 11 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.551742083518519
"423" 11 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.377624755652174
"424" 11 "SITTING" "fBodyAcc_mean()_Z" -0.972855110377359
"425" 11 "STANDING" "fBodyAcc_mean()_Z" -0.987669785531915
"426" 11 "LAYING" "fBodyAcc_mean()_Z" -0.973576812807018
"427" 12 "WALKING" "fBodyAcc_mean()_Z" -0.4223253002
"428" 12 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.560841212692308
"429" 12 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.402121221521739
"430" 12 "SITTING" "fBodyAcc_mean()_Z" -0.954626628823529
"431" 12 "STANDING" "fBodyAcc_mean()_Z" -0.947178200163934
"432" 12 "LAYING" "fBodyAcc_mean()_Z" -0.954724801666667
"433" 13 "WALKING" "fBodyAcc_mean()_Z" -0.246851507561404
"434" 13 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.404785239945455
"435" 13 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.151178724793617
"436" 13 "SITTING" "fBodyAcc_mean()_Z" -0.956183063510204
"437" 13 "STANDING" "fBodyAcc_mean()_Z" -0.97756730122807
"438" 13 "LAYING" "fBodyAcc_mean()_Z" -0.966295582741935
"439" 14 "WALKING" "fBodyAcc_mean()_Z" -0.177366434042373
"440" 14 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" 0.191693742633333
"441" 14 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" 0.280735952206667
"442" 14 "SITTING" "fBodyAcc_mean()_Z" -0.944126078888889
"443" 14 "STANDING" "fBodyAcc_mean()_Z" -0.9424220265
"444" 14 "LAYING" "fBodyAcc_mean()_Z" -0.927882307058824
"445" 15 "WALKING" "fBodyAcc_mean()_Z" -0.554942138148148
"446" 15 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.5395910825
"447" 15 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.259812204547619
"448" 15 "SITTING" "fBodyAcc_mean()_Z" -0.963227004915254
"449" 15 "STANDING" "fBodyAcc_mean()_Z" -0.965473514528302
"450" 15 "LAYING" "fBodyAcc_mean()_Z" -0.95156594625
"451" 16 "WALKING" "fBodyAcc_mean()_Z" -0.244363048235294
"452" 16 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.335853041176471
"453" 16 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.04769426376
"454" 16 "SITTING" "fBodyAcc_mean()_Z" -0.959552230434783
"455" 16 "STANDING" "fBodyAcc_mean()_Z" -0.969999504230769
"456" 16 "LAYING" "fBodyAcc_mean()_Z" -0.974580069142857
"457" 17 "WALKING" "fBodyAcc_mean()_Z" -0.382832802295082
"458" 17 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.3999234945625
"459" 17 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.3180818605
"460" 17 "SITTING" "fBodyAcc_mean()_Z" -0.97484160453125
"461" 17 "STANDING" "fBodyAcc_mean()_Z" -0.980231575769231
"462" 17 "LAYING" "fBodyAcc_mean()_Z" -0.965406091549296
"463" 18 "WALKING" "fBodyAcc_mean()_Z" -0.48977105125
"464" 18 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.522728377068965
"465" 18 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.505824358
"466" 18 "SITTING" "fBodyAcc_mean()_Z" -0.982996441403509
"467" 18 "STANDING" "fBodyAcc_mean()_Z" -0.975772813972603
"468" 18 "LAYING" "fBodyAcc_mean()_Z" -0.988606906307692
"469" 19 "WALKING" "fBodyAcc_mean()_Z" -0.104423357596154
"470" 19 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.2196444734075
"471" 19 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" 0.110659220744872
"472" 19 "SITTING" "fBodyAcc_mean()_Z" -0.96633509109589
"473" 19 "STANDING" "fBodyAcc_mean()_Z" -0.968543351780822
"474" 19 "LAYING" "fBodyAcc_mean()_Z" -0.985340447349398
"475" 20 "WALKING" "fBodyAcc_mean()_Z" -0.272213861705882
"476" 20 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.318431522156863
"477" 20 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.188098811986667
"478" 20 "SITTING" "fBodyAcc_mean()_Z" -0.947597457121212
"479" 20 "STANDING" "fBodyAcc_mean()_Z" -0.929985824794521
"480" 20 "LAYING" "fBodyAcc_mean()_Z" -0.976392651323529
"481" 21 "WALKING" "fBodyAcc_mean()_Z" -0.300309066730769
"482" 21 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.321712974042553
"483" 21 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.0769713066866667
"484" 21 "SITTING" "fBodyAcc_mean()_Z" -0.970859342941176
"485" 21 "STANDING" "fBodyAcc_mean()_Z" -0.960274142134831
"486" 21 "LAYING" "fBodyAcc_mean()_Z" -0.961772190555556
"487" 22 "WALKING" "fBodyAcc_mean()_Z" -0.25521651373913
"488" 22 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.228019952309524
"489" 22 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.322795653888889
"490" 22 "SITTING" "fBodyAcc_mean()_Z" -0.946635312419355
"491" 22 "STANDING" "fBodyAcc_mean()_Z" -0.957101794126984
"492" 22 "LAYING" "fBodyAcc_mean()_Z" -0.954219235555556
"493" 23 "WALKING" "fBodyAcc_mean()_Z" 0.0814081078542373
"494" 23 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.070577489272549
"495" 23 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" 0.280518877574074
"496" 23 "SITTING" "fBodyAcc_mean()_Z" -0.942031166764706
"497" 23 "STANDING" "fBodyAcc_mean()_Z" -0.945170568823529
"498" 23 "LAYING" "fBodyAcc_mean()_Z" -0.977515213888889
"499" 24 "WALKING" "fBodyAcc_mean()_Z" -0.344493013448276
"500" 24 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.312792211016949
"501" 24 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.173825083587273
"502" 24 "SITTING" "fBodyAcc_mean()_Z" -0.966991781176471
"503" 24 "STANDING" "fBodyAcc_mean()_Z" -0.953817599275362
"504" 24 "LAYING" "fBodyAcc_mean()_Z" -0.976634815694444
"505" 25 "WALKING" "fBodyAcc_mean()_Z" -0.533563220540541
"506" 25 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.542931828
"507" 25 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.556097089137931
"508" 25 "SITTING" "fBodyAcc_mean()_Z" -0.974776131230769
"509" 25 "STANDING" "fBodyAcc_mean()_Z" -0.974051231216216
"510" 25 "LAYING" "fBodyAcc_mean()_Z" -0.816197953561644
"511" 26 "WALKING" "fBodyAcc_mean()_Z" -0.33953964559322
"512" 26 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.499502759272727
"513" 26 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.2796400557
"514" 26 "SITTING" "fBodyAcc_mean()_Z" -0.967519149358974
"515" 26 "STANDING" "fBodyAcc_mean()_Z" -0.97321515527027
"516" 26 "LAYING" "fBodyAcc_mean()_Z" -0.984923123552632
"517" 27 "WALKING" "fBodyAcc_mean()_Z" -0.312372595438596
"518" 27 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.418886395098039
"519" 27 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.241600361090909
"520" 27 "SITTING" "fBodyAcc_mean()_Z" -0.974665817
"521" 27 "STANDING" "fBodyAcc_mean()_Z" -0.97414624525
"522" 27 "LAYING" "fBodyAcc_mean()_Z" -0.987356589864865
"523" 28 "WALKING" "fBodyAcc_mean()_Z" -0.356337638518519
"524" 28 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.401732939215686
"525" 28 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.308161634195652
"526" 28 "SITTING" "fBodyAcc_mean()_Z" -0.952226786666667
"527" 28 "STANDING" "fBodyAcc_mean()_Z" -0.934503028481013
"528" 28 "LAYING" "fBodyAcc_mean()_Z" -0.961115672375
"529" 29 "WALKING" "fBodyAcc_mean()_Z" -0.279734839433962
"530" 29 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.320487882857143
"531" 29 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.266692150208333
"532" 29 "SITTING" "fBodyAcc_mean()_Z" -0.975623030833333
"533" 29 "STANDING" "fBodyAcc_mean()_Z" -0.984096024769231
"534" 29 "LAYING" "fBodyAcc_mean()_Z" -0.989473926666667
"535" 30 "WALKING" "fBodyAcc_mean()_Z" -0.309558882615385
"536" 30 "WALKING_UPSTAIRS" "fBodyAcc_mean()_Z" -0.36751984
"537" 30 "WALKING_DOWNSTAIRS" "fBodyAcc_mean()_Z" -0.25806736666129
"538" 30 "SITTING" "fBodyAcc_mean()_Z" -0.966274090645161
"539" 30 "STANDING" "fBodyAcc_mean()_Z" -0.938089774915254
"540" 30 "LAYING" "fBodyAcc_mean()_Z" -0.970321991714286
"541" 1 "WALKING" "fBodyAcc_std()_X" -0.319134719578947
"542" 1 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.337428188679245
"543" 1 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.0243308391387755
"544" 1 "SITTING" "fBodyAcc_std()_X" -0.976412313191489
"545" 1 "STANDING" "fBodyAcc_std()_X" -0.99602834509434
"546" 1 "LAYING" "fBodyAcc_std()_X" -0.9244374346
"547" 2 "WALKING" "fBodyAcc_std()_X" -0.457651383728814
"548" 2 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.320582414375
"549" 2 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.0161046198595745
"550" 2 "SITTING" "fBodyAcc_std()_X" -0.98736209
"551" 2 "STANDING" "fBodyAcc_std()_X" -0.989056469814815
"552" 2 "LAYING" "fBodyAcc_std()_X" -0.973246482083333
"553" 3 "WALKING" "fBodyAcc_std()_X" -0.379276781206897
"554" 3 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.285333024050847
"555" 3 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.0654417192653061
"556" 3 "SITTING" "fBodyAcc_std()_X" -0.971605878461538
"557" 3 "STANDING" "fBodyAcc_std()_X" -0.969931287377049
"558" 3 "LAYING" "fBodyAcc_std()_X" -0.983691129032258
"559" 4 "WALKING" "fBodyAcc_std()_X" -0.447234929666667
"560" 4 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.173217219014423
"561" 4 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.0390098262533333
"562" 4 "SITTING" "fBodyAcc_std()_X" -0.9819081892
"563" 4 "STANDING" "fBodyAcc_std()_X" -0.978737637678571
"564" 4 "LAYING" "fBodyAcc_std()_X" -0.952464881481481
"565" 5 "WALKING" "fBodyAcc_std()_X" -0.297517355196429
"566" 5 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.00473819670425532
"567" 5 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.336554724893617
"568" 5 "SITTING" "fBodyAcc_std()_X" -0.9825908425
"569" 5 "STANDING" "fBodyAcc_std()_X" -0.97066840875
"570" 5 "LAYING" "fBodyAcc_std()_X" -0.964953893653846
"571" 6 "WALKING" "fBodyAcc_std()_X" -0.34522769
"572" 6 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.0211335627276471
"573" 6 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.403369766666667
"574" 6 "SITTING" "fBodyAcc_std()_X" -0.982451284727273
"575" 6 "STANDING" "fBodyAcc_std()_X" -0.984067374035088
"576" 6 "LAYING" "fBodyAcc_std()_X" -0.932462941461404
"577" 7 "WALKING" "fBodyAcc_std()_X" -0.322034908070175
"578" 7 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.279870086215686
"579" 7 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.0730110797851064
"580" 7 "SITTING" "fBodyAcc_std()_X" -0.972879966041667
"581" 7 "STANDING" "fBodyAcc_std()_X" -0.980541336037736
"582" 7 "LAYING" "fBodyAcc_std()_X" -0.931120580576923
"583" 8 "WALKING" "fBodyAcc_std()_X" -0.148386858858333
"584" 8 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.175284990170732
"585" 8 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.0260463260078947
"586" 8 "SITTING" "fBodyAcc_std()_X" -0.978256730652174
"587" 8 "STANDING" "fBodyAcc_std()_X" -0.98918374962963
"588" 8 "LAYING" "fBodyAcc_std()_X" -0.940125298333333
"589" 9 "WALKING" "fBodyAcc_std()_X" -0.218019977423077
"590" 9 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.369815777346939
"591" 9 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.250488758869048
"592" 9 "SITTING" "fBodyAcc_std()_X" -0.956903459
"593" 9 "STANDING" "fBodyAcc_std()_X" -0.977579248444444
"594" 9 "LAYING" "fBodyAcc_std()_X" -0.9409810272
"595" 10 "WALKING" "fBodyAcc_std()_X" -0.206366497226415
"596" 10 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.171957349438298
"597" 10 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.324957743157895
"598" 10 "SITTING" "fBodyAcc_std()_X" -0.982242427777778
"599" 10 "STANDING" "fBodyAcc_std()_X" -0.982949246136364
"600" 10 "LAYING" "fBodyAcc_std()_X" -0.96796803862069
"601" 11 "WALKING" "fBodyAcc_std()_X" -0.433703311525424
"602" 11 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.198733655611111
"603" 11 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.179906764395652
"604" 11 "SITTING" "fBodyAcc_std()_X" -0.983389810188679
"605" 11 "STANDING" "fBodyAcc_std()_X" -0.995573762978723
"606" 11 "LAYING" "fBodyAcc_std()_X" -0.985322211929825
"607" 12 "WALKING" "fBodyAcc_std()_X" -0.160707260634
"608" 12 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.278929748076923
"609" 12 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.0483347068913043
"610" 12 "SITTING" "fBodyAcc_std()_X" -0.98399947745098
"611" 12 "STANDING" "fBodyAcc_std()_X" -0.983647207377049
"612" 12 "LAYING" "fBodyAcc_std()_X" -0.955207641833333
"613" 13 "WALKING" "fBodyAcc_std()_X" -0.353299848947368
"614" 13 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.266081292363636
"615" 13 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.0680436217021277
"616" 13 "SITTING" "fBodyAcc_std()_X" -0.989410582653061
"617" 13 "STANDING" "fBodyAcc_std()_X" -0.991817705263158
"618" 13 "LAYING" "fBodyAcc_std()_X" -0.966960088387097
"619" 14 "WALKING" "fBodyAcc_std()_X" -0.395859985762712
"620" 14 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.304980247962963
"621" 14 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.0140826092322222
"622" 14 "SITTING" "fBodyAcc_std()_X" -0.976303056851852
"623" 14 "STANDING" "fBodyAcc_std()_X" -0.973605553666667
"624" 14 "LAYING" "fBodyAcc_std()_X" -0.911972655156863
"625" 15 "WALKING" "fBodyAcc_std()_X" -0.332520626851852
"626" 15 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.00838243761666667
"627" 15 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.466325681428571
"628" 15 "SITTING" "fBodyAcc_std()_X" -0.987384778983051
"629" 15 "STANDING" "fBodyAcc_std()_X" -0.990060962641509
"630" 15 "LAYING" "fBodyAcc_std()_X" -0.971718824583333
"631" 16 "WALKING" "fBodyAcc_std()_X" -0.409070488039216
"632" 16 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.369636140980392
"633" 16 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.266115492098298
"634" 16 "SITTING" "fBodyAcc_std()_X" -0.986892418405797
"635" 16 "STANDING" "fBodyAcc_std()_X" -0.989100620641026
"636" 16 "LAYING" "fBodyAcc_std()_X" -0.971409075142857
"637" 17 "WALKING" "fBodyAcc_std()_X" -0.304806274098361
"638" 17 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.0355381172854167
"639" 17 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.258941676302174
"640" 17 "SITTING" "fBodyAcc_std()_X" -0.99465731359375
"641" 17 "STANDING" "fBodyAcc_std()_X" -0.991318528333333
"642" 17 "LAYING" "fBodyAcc_std()_X" -0.972438525352113
"643" 18 "WALKING" "fBodyAcc_std()_X" -0.378068199285714
"644" 18 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.350639840862069
"645" 18 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.285535871636364
"646" 18 "SITTING" "fBodyAcc_std()_X" -0.994906565789474
"647" 18 "STANDING" "fBodyAcc_std()_X" -0.992789068493151
"648" 18 "LAYING" "fBodyAcc_std()_X" -0.984321858307692
"649" 19 "WALKING" "fBodyAcc_std()_X" -0.0578820787019231
"650" 19 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.11993477534
"651" 19 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.658506543333333
"652" 19 "SITTING" "fBodyAcc_std()_X" -0.975204245342466
"653" 19 "STANDING" "fBodyAcc_std()_X" -0.991161671369863
"654" 19 "LAYING" "fBodyAcc_std()_X" -0.962085001204819
"655" 20 "WALKING" "fBodyAcc_std()_X" -0.234985644352941
"656" 20 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.108444759592157
"657" 20 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.113033424261778
"658" 20 "SITTING" "fBodyAcc_std()_X" -0.98397837530303
"659" 20 "STANDING" "fBodyAcc_std()_X" -0.96980617890411
"660" 20 "LAYING" "fBodyAcc_std()_X" -0.960997907205882
"661" 21 "WALKING" "fBodyAcc_std()_X" -0.308547185288462
"662" 21 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.213184048
"663" 21 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.266987750733333
"664" 21 "SITTING" "fBodyAcc_std()_X" -0.992375229411765
"665" 21 "STANDING" "fBodyAcc_std()_X" -0.982892836629213
"666" 21 "LAYING" "fBodyAcc_std()_X" -0.950929451222222
"667" 22 "WALKING" "fBodyAcc_std()_X" 0.0243958191369565
"668" 22 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" 0.132048813464286
"669" 22 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.402891960277778
"670" 22 "SITTING" "fBodyAcc_std()_X" -0.97862319016129
"671" 22 "STANDING" "fBodyAcc_std()_X" -0.987400306031746
"672" 22 "LAYING" "fBodyAcc_std()_X" -0.945656808055556
"673" 23 "WALKING" "fBodyAcc_std()_X" -0.329807279830508
"674" 23 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.234309548019608
"675" 23 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.0282962478037037
"676" 23 "SITTING" "fBodyAcc_std()_X" -0.988345258235294
"677" 23 "STANDING" "fBodyAcc_std()_X" -0.986333385588235
"678" 23 "LAYING" "fBodyAcc_std()_X" -0.952410957638889
"679" 24 "WALKING" "fBodyAcc_std()_X" -0.462733639137931
"680" 24 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.326165553050847
"681" 24 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.0349085946785455
"682" 24 "SITTING" "fBodyAcc_std()_X" -0.991100005441176
"683" 24 "STANDING" "fBodyAcc_std()_X" -0.988851853478261
"684" 24 "LAYING" "fBodyAcc_std()_X" -0.965167081805556
"685" 25 "WALKING" "fBodyAcc_std()_X" -0.591449956486486
"686" 25 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.437975786923077
"687" 25 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" -0.213028874331034
"688" 25 "SITTING" "fBodyAcc_std()_X" -0.992124279384615
"689" 25 "STANDING" "fBodyAcc_std()_X" -0.992851743243243
"690" 25 "LAYING" "fBodyAcc_std()_X" -0.902547712465753
"691" 26 "WALKING" "fBodyAcc_std()_X" -0.34799792561017
"692" 26 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.142843838381818
"693" 26 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.22678384386
"694" 26 "SITTING" "fBodyAcc_std()_X" -0.978755176794872
"695" 26 "STANDING" "fBodyAcc_std()_X" -0.993702408378378
"696" 26 "LAYING" "fBodyAcc_std()_X" -0.967971891447368
"697" 27 "WALKING" "fBodyAcc_std()_X" -0.365256349298246
"698" 27 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.253504065686275
"699" 27 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.194912716568182
"700" 27 "SITTING" "fBodyAcc_std()_X" -0.988659196428571
"701" 27 "STANDING" "fBodyAcc_std()_X" -0.99287582525
"702" 27 "LAYING" "fBodyAcc_std()_X" -0.977615702567568
"703" 28 "WALKING" "fBodyAcc_std()_X" -0.298832423148148
"704" 28 "WALKING_UPSTAIRS" "fBodyAcc_std()_X" -0.233726643921569
"705" 28 "WALKING_DOWNSTAIRS" "fBodyAcc_std()_X" 0.137797082826087
